,m318,m858,m50,m527,m1198,m904,m260,m750,m912,m2762,m913,m1193,m923,m908,m1221,m593,m1252,m2028,m1136,m2324,m1234,m2858,m2571,m1197,m1233,m1196,m296,m1213,m541,m608,m1225,m969,m1278,m919,m1247,m1208,m2804,m110,m2692,m1617,m3114,m1219,m1304,m1358,m1242,m111,m1288,m1704,m1214,m3147,m1240,m1,m1230,m1089,m1291,m2396,m1200,m2997,m1294,m1036,m2918,m1222,m47,m3578,m1258,m457,m1259,m1090,m1387,m356,m1206,m2959,m150,m1307,m924,m589,m1961,m3421,m1610,m3671,m1210,m1394,m3471,m2194,m920,m1674,m1270,m1079,m2791,m1097,m1265,m1784,m223,m32,m1954,m1220,m2268,m2599,m3481,m590
u1063,4.0,,5.0,,,5.0,5.0,5.0,5.0,4.0,5.0,,,4.0,,5.0,4.0,5.0,,5.0,,4.0,5.0,,4.0,5.0,,,5.0,4.0,,,,,,3.0,,5.0,,3.0,,,4.0,,,,5.0,,4.0,,4.0,4.0,,,,,,5.0,,,,,,,,4.0,,,,,5.0,,,,5.0,5.0,,,5.0,,5.0,,5.0,,,,4.0,,,4.0,,,,5.0,,4.0,,,,4.0
u1064,4.0,,5.0,,4.0,,4.0,,,,,,,,,,,3.0,,,,4.0,,4.0,,4.0,4.0,,,4.0,,,,,,,,5.0,,5.0,,,,,5.0,,,5.0,3.0,,,,,,,4.0,,4.0,,,,,,3.0,,,4.0,,,,,5.0,4.0,,,,4.0,,,,,,,,3.0,,,,4.0,,,4.0,,,,,5.0,,3.0,4.0
u1065,,,,,,,,,,,,,,3.0,,,,,,,,5.0,,,,,,,,,,,,,,,,3.0,5.0,5.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,4.0,
u1066,,,,,4.0,,4.0,,4.0,,,,,,,,,,,,,3.0,,3.0,,3.0,,,,,,4.0,,,4.0,,,,,5.0,,,,,,,,,,,,,4.0,,4.0,5.0,,,,,5.0,,,,,,,,,,,,,4.0,4.0,3.0,,,,,3.0,,,,,,,,,,5.0,,,,,,,,,5.0
u1067,3.0,,,5.0,,,4.0,5.0,,,,,5.0,,,5.0,4.0,,4.0,,,5.0,5.0,,,,5.0,,5.0,5.0,,,,,,5.0,,,5.0,4.0,3.0,5.0,,,3.0,4.0,,,4.0,,,,4.0,,,,,5.0,4.0,,,,,,,,,,,,5.0,,,,5.0,,,,,,3.0,,4.0,,,,3.0,,4.0,,4.0,,,5.0,,,,4.0,4.0,
u1068,5.0,5.0,5.0,5.0,,,5.0,,5.0,5.0,,5.0,5.0,,4.0,5.0,,5.0,4.0,,,5.0,5.0,,,5.0,5.0,,,5.0,,,,5.0,,5.0,5.0,3.0,,,,,,4.0,,,,5.0,,,,3.0,,5.0,,5.0,,,,,5.0,5.0,,,4.0,5.0,4.0,4.0,,5.0,,5.0,,5.0,5.0,,5.0,,,,5.0,,,5.0,5.0,,3.0,,5.0,5.0,4.0,,4.0,,,,5.0,5.0,,3.0
u1069,2.0,,,,,,,,,,,,,,,4.0,,,,2.0,,1.0,3.0,,5.0,,5.0,5.0,,5.0,,,,,,,,2.0,,,,,,2.0,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,5.0,4.0,,,5.0,,,,,,,,,,,,,,,,2.0,,3.0,,,3.0,,,3.0
u107,4.0,4.0,,,5.0,,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,,5.0,4.0,,,,,,,,4.0,,,3.0,4.0,3.0,,4.0,,5.0,4.0,,,,,4.0,,4.0,,,4.0,3.0,,3.0,,,,,,,,2.0,,,3.0,,,,,,4.0,,,4.0,,,,,,,5.0,,,,,,,,,,5.0,3.0,,4.0,,,,,,,,,,,,
u1070,,1.0,,,,,,,,,,,,,1.0,5.0,,5.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
u1071,,,,4.0,5.0,,5.0,,,5.0,,,,,,,,,,,,5.0,,,,5.0,,,,,,5.0,,5.0,,,,,5.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,5.0,,,5.0,,,5.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,5.0
u1072,5.0,,5.0,5.0,4.0,5.0,5.0,,4.0,5.0,,,,4.0,,4.0,,4.0,,,5.0,4.0,,,,4.0,5.0,5.0,,,4.0,,,4.0,5.0,,,,,5.0,5.0,4.0,4.0,5.0,,,,4.0,,,4.0,5.0,4.0,,,3.0,,,4.0,4.0,,,,,,,,,4.0,,,,4.0,4.0,,,,,,,,,,,5.0,4.0,,,4.0,,,,,,,,,4.0,,
u1073,5.0,,,5.0,,,,,5.0,,5.0,,2.0,,,4.0,5.0,,,,,3.0,,4.0,,5.0,,,4.0,,,,,3.0,5.0,,,,4.0,5.0,,,,,,,,3.0,,,,,,,,5.0,,3.0,,,,,,,,,,,,,,,,5.0,,,,,,,4.0,,,,4.0,5.0,,,,,4.0,,,,,,,,,
u1074,,2.0,,5.0,5.0,4.0,2.0,4.0,5.0,,,,,2.0,,,,5.0,3.0,,5.0,,,,,2.0,,,,,,4.0,4.0,4.0,4.0,,5.0,,4.0,,,,4.0,,5.0,,,,,3.0,4.0,4.0,,,,,,,4.0,,,,,,,4.0,,,5.0,5.0,,,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,,2.0,,,5.0,5.0,3.0,2.0,3.0,5.0,3.0,,,3.0,,4.0,,,3.0
u1075,5.0,4.0,,5.0,,5.0,,5.0,5.0,,3.0,,4.0,4.0,5.0,,4.0,4.0,,,,,,,,,,,,,,,,,,3.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,
u1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,,,,,,,
u1077,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,,,5.0,3.0,4.0,,4.0,5.0,5.0,4.0,5.0,3.0,,,4.0,5.0,5.0,3.0,3.0,,4.0,,5.0,4.0,,3.0,5.0,5.0,,5.0,3.0,5.0,3.0,5.0,5.0,,3.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,,5.0,,5.0,4.0,,,5.0,4.0,,4.0,4.0,3.0,,4.0,,4.0,5.0,3.0,,4.0,3.0,,2.0,,,,,4.0,,,5.0,
u1078,,,,,,,,,,,,4.0,,,,1.0,,,,,,5.0,,,,4.0,4.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,5.0,,,,,,,,,,,,,,4.0,,,,4.0,,,,,,,4.0,,,,,4.0,,,,,,,,,,,,,,
u1079,5.0,,5.0,5.0,,,,,,5.0,,,,,,5.0,,4.0,,2.0,,5.0,4.0,,5.0,4.0,5.0,4.0,,5.0,,,,,,,,,,3.0,,,,5.0,,,,5.0,,4.0,,,,,,5.0,,4.0,,,,5.0,,4.0,,5.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,4.0,,2.0,,,,,,,5.0
u108,,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,4.0,,,,,,,,,,,
u1080,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,
u1081,,,5.0,,,,,,,5.0,,,,,,,,,,,,5.0,5.0,,,,4.0,5.0,,5.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,5.0,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,5.0,,
u1082,5.0,,,,5.0,,,,,,,,,,,,,4.0,,,,,4.0,,,,,,4.0,,,,,,,,,5.0,,,,,,,,,,,5.0,,5.0,,,,5.0,,,,,,,,,,,,,,5.0,,,,,,,4.0,4.0,,,,,,,,,,,,,5.0,,,,,5.0,,,,,3.0
u1083,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,
u1084,,5.0,5.0,4.0,,,,,3.0,4.0,,5.0,,,4.0,5.0,,4.0,2.0,3.0,,,5.0,,,,5.0,5.0,,5.0,,,,,,5.0,,4.0,,4.0,,,3.0,4.0,4.0,,,,,4.0,,3.0,,3.0,,,,,,,,4.0,4.0,4.0,4.0,4.0,,5.0,5.0,5.0,,,,,,4.0,,,3.0,3.0,,,,,,,,,,,3.0,,,,,,3.0,,3.0,5.0
u1085,,5.0,,5.0,4.0,,,,,,,,,,,4.0,,,,4.0,,,,,,,,,,5.0,4.0,,,,,,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,5.0,3.0,,,,,,,,,,3.0,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,
u1086,5.0,,5.0,4.0,5.0,,5.0,,,4.0,,,,,,4.0,,4.0,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,4.0,,,,,,5.0,4.0,,2.0,,,,4.0,,,4.0,5.0,5.0,4.0,4.0,4.0,,4.0,5.0,4.0,5.0,4.0,,4.0,5.0,,4.0,4.0,3.0,4.0,5.0,,3.0,5.0,,5.0,4.0,4.0,,4.0,5.0,,4.0,,5.0,,,4.0,,,5.0,,4.0,4.0,4.0,4.0,,5.0,5.0,,4.0,,5.0,
u1087,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,4.0,5.0,,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,3.0,5.0,,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,,4.0,5.0,4.0,,3.0,4.0,5.0,5.0,4.0,,,5.0,,5.0,3.0,4.0,5.0,,,4.0,4.0,4.0,5.0,,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,,4.0,,5.0,3.0,5.0,3.0,4.0,5.0,,,2.0,5.0,4.0,,4.0,,4.0,3.0
u1088,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,,,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,4.0,,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,5.0
u1089,,,5.0,,,,,,,5.0,,,,,,5.0,,4.0,,,,,4.0,,,,,,,4.0,,,4.0,,,,,,,4.0,,5.0,,4.0,,,,,5.0,5.0,,,,4.0,,,,,,,,,4.0,,3.0,4.0,,,5.0,,,,,,,5.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
u109,,,,,5.0,,4.0,4.0,4.0,,,2.0,,4.0,,,,,,,4.0,,,,,4.0,,,,,,,5.0,4.0,3.0,,,,,,,,4.0,,,,,,,,,4.0,4.0,,5.0,,,,4.0,,,,,,,,,,,,,,,4.0,4.0,,,,,4.0,4.0,,,,,,4.0,,5.0,4.0,,,,,,,,,,
u1090,5.0,,5.0,,,,,,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,,4.0,,5.0,,,,,,,5.0,3.0,,4.0,,,,,4.0,3.0,,3.0,,,,,,,,,,4.0,,,,,,,,2.0,,3.0,,,,,4.0,,,,,,,,,,3.0,,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,4.0,,,
u1091,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
u1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1093,,3.0,,,3.0,,4.0,,,,,,,,3.0,,,4.0,,,,,4.0,3.0,3.0,3.0,,,,,,,,,,,,4.0,,,,,3.0,,4.0,,,,4.0,,3.0,,,,4.0,,3.0,,,3.0,,1.0,,5.0,,4.0,,,2.0,,,,,,,3.0,,,,,3.0,,,,4.0,,,,,,,,,,,,,,,
u1094,5.0,3.0,5.0,5.0,,3.0,,,4.0,5.0,,3.0,,,,4.0,,,,5.0,,,,4.0,,4.0,3.0,,,,3.0,4.0,2.0,5.0,,,,5.0,,3.0,,,,,,,,5.0,4.0,,3.0,4.0,,,4.0,5.0,4.0,,,3.0,,4.0,4.0,4.0,3.0,,,4.0,3.0,5.0,,5.0,4.0,,1.0,,4.0,,3.0,,,,,,5.0,,,,2.0,,2.0,,,,,3.0,,4.0,5.0,
u1095,5.0,,,5.0,,,,,4.0,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,
u1096,,4.0,,4.0,,,,,,5.0,,,,,,,,3.0,,,,5.0,5.0,,,4.0,4.0,,,4.0,,,,,,,,,,5.0,,,,4.0,,,,,,4.0,,4.0,,,,,,5.0,,,,,,3.0,,,,,,,,2.0,3.0,,,3.0,,,,,4.0,,,,,,,,,,,,5.0,,,,,,1.0,
u1097,5.0,,,4.0,5.0,,,,,,,,,,,4.0,,4.0,,,,5.0,3.0,,,5.0,3.0,,,4.0,,,,,,,,,,5.0,,,,,,,,4.0,,,4.0,4.0,,,5.0,,,5.0,,4.0,,,,4.0,,4.0,,,,4.0,,2.0,,,,,,,,,,,,4.0,,,,,4.0,,4.0,3.0,5.0,,,3.0,4.0,3.0,4.0,
u1098,,5.0,,,,,4.0,,,,,5.0,,,5.0,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,5.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,5.0,,3.0,,,,,,,4.0,,,,,,,,,,,,,
u1099,,,5.0,5.0,,5.0,,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,4.0,,5.0,,,,,5.0,5.0,,5.0,,,,,,,,4.0,,5.0,,5.0,,5.0,,,,4.0,,,,,5.0,5.0,,3.0,,5.0,5.0,,,,,,,3.0,,,,,,,,,,4.0,,,4.0,,4.0,,,,4.0,,,,,,4.0,,5.0,4.0,,,,5.0,,
u11,5.0,,5.0,,4.0,,,,,5.0,,,,,,5.0,,,4.0,,,5.0,,5.0,,,,4.0,,5.0,,,3.0,,,,5.0,3.0,,,,,,5.0,,,4.0,5.0,,,,,,5.0,,2.0,,4.0,,,5.0,,3.0,,,,3.0,,,5.0,,5.0,,3.0,,,,,,,,4.0,,,,,,,4.0,,3.0,5.0,,,,,,,,3.0
u110,,,5.0,,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,5.0,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,4.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,4.0,,4.0,
u1100,,,,,,,,,,,,,,,,,,,5.0,,,1.0,,4.0,,,,,,,,,5.0,3.0,,,5.0,,,,3.0,,3.0,,,,5.0,,,,,2.0,,,,,,3.0,2.0,,3.0,,,,,,,,,1.0,,,,3.0,,,3.0,2.0,,4.0,,4.0,,,,,3.0,4.0,4.0,2.0,4.0,2.0,4.0,,,3.0,,,4.0,
u1101,3.0,5.0,5.0,3.0,5.0,,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,3.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,,5.0,5.0,5.0,3.0,5.0,4.0,,4.0,,5.0,5.0,,4.0,5.0,,,5.0,,3.0,4.0,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,2.0,3.0,5.0,5.0,3.0,3.0,,,5.0,4.0,2.0,5.0,5.0,,3.0,4.0,3.0,3.0,5.0,,5.0,4.0,5.0,3.0,3.0,4.0,,3.0,,,2.0,4.0,,5.0,5.0,4.0,5.0,,,4.0,
u1102,1.0,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
u1103,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
u1104,3.0,,,5.0,,,,,,,,,,,,5.0,,5.0,,,,5.0,,,5.0,,5.0,5.0,,5.0,,,,,,,,,,,3.0,,,,,,,3.0,,,,,5.0,,,4.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,4.0,,
u1105,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,,,4.0,5.0,5.0,5.0,5.0,5.0,,4.0,,,5.0,5.0,2.0,,,4.0,4.0,5.0,,5.0,,,4.0,,,,5.0,4.0,,5.0,,5.0,,5.0,,,,,5.0,5.0,,,,4.0,,,5.0,,,,,,5.0,4.0,4.0,5.0,,,5.0,,4.0,,,,4.0,5.0,,,4.0,,3.0,,5.0,4.0,,,5.0,,,5.0,,,,,,,4.0,,4.0,
u1106,,,,,,,,,,,,,,5.0,,5.0,,,,,,2.0,,,,4.0,,,5.0,,,,,,,,,5.0,,,,,,,,,,,,,3.0,,,,,,5.0,,,,,,,,,,5.0,,,,,,,,,5.0,,,,,,,,,,,,,5.0,5.0,,,,,,,,,5.0,
u1107,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,4.0,5.0,,,,,,4.0,,
u1108,,,,,,,,,,,,5.0,,5.0,,,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,5.0,,,,,,,,,,,4.0,,,,,,,,,,,,5.0,
u1109,5.0,,,5.0,4.0,,4.0,,,,4.0,,5.0,,,4.0,,5.0,,3.0,,,,,,5.0,,,,5.0,,2.0,,4.0,,5.0,5.0,5.0,,4.0,,,,5.0,,,,,4.0,3.0,,,,,3.0,,,,,,,,,,5.0,,,,,,,5.0,,,,,,,,,3.0,,4.0,,,,,,,4.0,,5.0,,4.0,,,,,,5.0
u111,5.0,,4.0,,,,,,,4.0,,,,,,4.0,,5.0,,,,,,,,,4.0,,,,,,,,,,,,4.0,5.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,4.0,,,4.0,,,5.0
u1110,,4.0,,,,,,,,5.0,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,5.0,,,,,,4.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1111,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1112,5.0,,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,,5.0,,,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,4.0,,4.0,5.0,,5.0,5.0,5.0,,4.0,5.0,4.0,,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,,4.0,4.0,,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,,5.0,4.0,4.0,5.0,5.0,5.0,,4.0,,4.0,4.0,4.0,4.0,5.0,,5.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,5.0,4.0,3.0,5.0
u1113,5.0,5.0,5.0,4.0,,4.0,4.0,5.0,,4.0,5.0,5.0,4.0,,4.0,4.0,5.0,4.0,5.0,5.0,,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,,,,,5.0,4.0,,4.0,4.0,,,5.0,,,5.0,,4.0,,4.0,,,,5.0,5.0,,,3.0,,4.0,4.0,,3.0,4.0,4.0,5.0,,,,5.0,5.0,5.0,,,5.0,5.0,,,,,4.0,4.0,,4.0,,,4.0,5.0,5.0,,5.0,5.0,5.0,5.0,,,,4.0,4.0,
u1114,,,,,,,,,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,3.0,,,,,,,,,5.0,,,,,,,,,,,,3.0,,,5.0,,,,,,,,,,,,,,5.0,,,,5.0,,,,,,,2.0,,,,5.0,,,,,,1.0,,,,,,,,,
u1115,5.0,5.0,,5.0,,,4.0,,,,,4.0,,,5.0,4.0,,,,,,3.0,,,,4.0,5.0,5.0,,4.0,,,3.0,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,5.0,,,,,,1.0,,,,,,,,,,,,3.0,,,3.0,,,,,,,,,,
u1116,,,,,5.0,,,,,,,,,,,5.0,,,4.0,,4.0,,,5.0,,5.0,,,,,,,,,,,5.0,,,,4.0,,2.0,,,,5.0,,,,,4.0,5.0,,,4.0,,4.0,3.0,,5.0,,,,,,4.0,,,,,,,5.0,,,,3.0,,3.0,,5.0,,,,,4.0,4.0,3.0,,5.0,,4.0,,,4.0,,5.0,4.0,
u1117,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,,,4.0,5.0,,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,,5.0,,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0
u1118,,,,,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,
u1119,,5.0,,4.0,,,5.0,5.0,5.0,,,4.0,4.0,4.0,5.0,4.0,4.0,,5.0,,4.0,,5.0,,,5.0,,,5.0,4.0,4.0,,5.0,5.0,4.0,5.0,4.0,4.0,,,,,,4.0,,4.0,4.0,,5.0,,4.0,,5.0,,,,5.0,,,,,,,5.0,,,4.0,5.0,4.0,,4.0,,5.0,,,5.0,4.0,5.0,,4.0,4.0,,5.0,,4.0,4.0,4.0,,4.0,5.0,,5.0,,4.0,4.0,,4.0,,,4.0
u112,,,,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1120,5.0,5.0,5.0,5.0,4.0,,5.0,5.0,5.0,4.0,4.0,4.0,4.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,,4.0,3.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,5.0,5.0,,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,3.0,4.0,5.0,,4.0,5.0,5.0,5.0,5.0,3.0,5.0,,,,,,4.0,,4.0,4.0,,3.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,,,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,,5.0,5.0,4.0
u1121,4.0,5.0,3.0,5.0,5.0,,,,4.0,5.0,,5.0,3.0,,5.0,3.0,5.0,5.0,,,5.0,5.0,,,5.0,,4.0,4.0,,5.0,,5.0,,4.0,5.0,,,4.0,,4.0,,,4.0,5.0,,,,5.0,2.0,,,,,,4.0,5.0,2.0,,,4.0,,,4.0,,1.0,4.0,4.0,,3.0,4.0,,,,5.0,,,,5.0,5.0,,,4.0,,4.0,,5.0,3.0,5.0,,,4.0,4.0,,,,4.0,4.0,5.0,4.0,5.0
u1122,,,,,,,4.0,5.0,,4.0,2.0,,,,,,,,,,,,4.0,,,4.0,,,4.0,,,,,,,,,,,,,,,,,,,,5.0,,4.0,,3.0,,,,5.0,,,,,,,,,,,,,,4.0,,,,5.0,4.0,,,,,4.0,,4.0,,,,3.0,,,3.0,,,,4.0,,,,,,
u1123,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0
u1124,4.0,5.0,5.0,,5.0,5.0,5.0,,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,,5.0,4.0,4.0,5.0,,3.0,5.0,5.0,5.0,4.0,,,5.0,3.0,,5.0,5.0,3.0,,4.0,5.0,5.0,5.0,,,4.0,5.0,4.0,5.0,4.0,5.0,5.0,,5.0,4.0,,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,,4.0,4.0,3.0,5.0,,5.0,,4.0,4.0,4.0,4.0,,5.0,4.0,5.0,4.0,5.0,4.0,4.0,,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,,4.0,,4.0,
u1125,5.0,4.0,3.0,5.0,,,5.0,,,5.0,,,5.0,,,5.0,,4.0,,5.0,,5.0,3.0,,,4.0,,,,4.0,,,,,,,,4.0,5.0,5.0,5.0,,,5.0,,,,2.0,,3.0,4.0,5.0,,,4.0,3.0,,,,5.0,,4.0,3.0,5.0,,3.0,5.0,,4.0,4.0,,4.0,3.0,4.0,3.0,5.0,5.0,,,,5.0,,,,,,5.0,,,,,4.0,5.0,5.0,3.0,,,4.0,3.0,5.0
u1126,,,,5.0,,,,,,,,4.0,,,,4.0,,5.0,,,,2.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,4.0
